name,datetime,tempmax,tempmin,temp,humidity,precip,precipprob,windgust,windspeed,sealevelpressure
New York City,12/12/2024,42.4,30.1,36.8,42.6,0,0,37.9,21.7,1019.2
New York City,12/13/2024,32.9,27.4,29.8,35.2,0,0,28.7,13.4,1037.2
New York City,12/14/2024,33.8,25.7,29.6,44.1,0,0,13.9,11.6,1046.2
New York City,12/15/2024,41.1,28.3,34.5,60.1,0.005,100,18.3,8.6,1041.6
New York City,12/16/2024,51.3,38.2,44.8,88,0.889,100,26.4,10,1028.8
New York City,12/17/2024,58.7,51,53.6,69,0.085,100,32.2,12.4,1019.9
New York City,12/18/2024,53.2,43,47.7,58.9,0.128,100,13.2,8.3,1020.8
New York City,12/19/2024,44.6,36.9,41.5,56.8,0.148,100,29.8,17,1022.7
New York City,12/20/2024,37.1,33.4,35.8,69.9,0.042,100,29.8,17,1017.4
New York City,12/21/2024,33.4,20.4,28.5,62.7,0.127,100,38,23,1017.2
New York City,12/22/2024,20.9,14.4,18.2,47.6,0,0,28.9,18.4,1030.8
New York City,12/23/2024,29.8,12.5,20.6,50.1,0,0,15.2,9.2,1035.8
New York City,12/24/2024,39.3,28.7,33.7,62.1,0.054,100,20.8,13,1025.7
New York City,12/25/2024,35.4,28.9,32.9,60.9,0,0,18.3,9.6,1028.4
New York City,12/26/2024,36,25,30.3,57.4,0,0,11.2,6.8,1031.2
New York City,12/27/2024,42.5,26.4,34.8,61.7,0,0,9.4,5.8,1030.3
New York City,12/28/2024,50.9,39.3,44.8,84.9,0.528,100,8.3,5.6,1024.8
New York City,12/29/2024,64.5,49.2,54.6,77.8,0.156,100,32.4,16.9,1017.4
New York City,12/30/2024,57.8,48.7,54.8,61.2,0.338,100,34.4,21.1,1005
New York City,12/31/2024,52.2,44.5,48,58.9,0.447,100,23,13.5,1009.8
